0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
0.0 20.0 160.0 
